,num1(100),num1(10),num1(1),num2(100),num2(10),num2(1),+/-
42295,8,1,9,9,8,3,0
42296,9,3,4,7,8,1,0
42297,4,1,6,1,6,5,0
42298,3,6,5,3,6,0,0
42299,9,0,3,7,2,3,0
42300,3,3,4,9,0,4,0
42301,8,1,6,0,0,1,0
42302,0,1,2,4,7,5,0
42303,2,2,1,8,4,4,0
42304,7,9,3,9,1,3,0
42305,7,6,4,7,3,0,0
42306,7,6,5,5,1,4,0
42307,5,4,6,1,6,3,0
42308,4,6,1,9,0,7,0
42309,5,0,0,0,0,0,0
42310,0,7,7,8,8,1,0
42311,5,3,6,3,2,8,0
42312,9,5,0,3,1,7,0
42313,3,4,2,5,1,0,0
42314,7,0,3,2,0,7,0
42315,7,2,5,3,6,5,0
42316,0,5,3,9,9,6,0
42317,1,6,4,0,0,3,0
42318,3,3,1,8,4,6,0
42319,8,6,6,4,6,1,0
42320,5,4,7,0,5,9,0
42321,7,3,4,5,6,1,0
42322,5,9,2,9,6,5,0
42323,5,1,6,6,2,1,0
42324,5,4,4,7,6,3,0
42325,7,7,9,7,2,5,0
42326,1,0,9,0,7,1,0
42327,9,6,2,4,6,8,0
42328,1,6,3,3,1,7,0
42329,4,3,4,0,6,7,0
42330,4,2,9,8,1,5,0
42331,0,3,5,7,1,8,0
42332,6,5,0,7,5,1,0
42333,7,4,1,1,9,0,0
42334,8,4,5,5,7,1,0
42335,4,6,4,0,7,9,0
42336,6,3,8,2,2,0,0
42337,3,4,6,5,7,7,0
42338,0,9,1,9,2,9,0
42339,6,3,0,7,8,9,0
42340,1,1,8,6,4,6,0
42341,1,9,2,5,3,4,0
42342,5,6,9,2,1,8,0
42343,2,7,4,4,4,8,0
42344,8,1,9,1,5,4,0
42345,8,8,3,4,2,4,0
42346,0,1,0,7,8,3,0
42347,2,2,9,7,7,7,0
42348,8,9,7,1,5,4,0
42349,1,0,6,7,3,2,0
42350,2,1,9,2,7,9,0
42351,5,6,7,3,2,8,0
42352,3,1,6,0,4,7,0
42353,0,1,0,1,3,6,0
42354,7,4,9,6,9,5,0
42355,4,0,0,3,3,2,0
42356,6,3,3,8,9,6,0
42357,9,0,5,4,2,2,0
42358,5,2,8,1,9,7,0
42359,0,6,3,1,1,0,0
42360,6,4,0,2,3,0,0
42361,0,1,3,2,7,6,0
42362,6,4,7,6,9,9,0
42363,2,3,3,7,1,1,0
42364,3,0,2,4,9,6,0
42365,9,4,3,5,1,7,0
42366,0,6,6,0,8,0,0
42367,1,9,9,3,0,9,0
42368,4,5,5,8,9,9,0
42369,1,0,7,3,6,2,0
42370,7,8,3,4,4,8,0
42371,9,0,3,5,8,3,0
42372,0,8,8,2,8,2,0
42373,0,4,5,0,4,4,0
42374,5,0,9,8,9,7,0
42375,4,3,5,4,1,6,0
42376,7,1,7,2,7,1,0
42377,6,9,3,0,0,8,0
42378,2,9,7,3,5,4,0
42379,8,7,4,1,7,7,0
42380,9,1,7,4,7,2,0
42381,9,4,1,7,0,7,0
42382,4,8,4,0,8,6,0
42383,9,8,8,9,3,3,0
42384,3,6,6,6,9,2,0
42385,6,6,0,4,0,1,0
42386,1,2,3,9,6,1,0
42387,0,0,0,7,1,5,0
42388,5,0,7,7,6,9,0
42389,6,2,5,5,9,1,0
42390,7,0,6,1,4,0,0
42391,3,6,7,3,0,7,0
42392,4,1,0,7,7,8,0
42393,2,2,6,7,3,3,0
42394,0,4,5,6,9,9,0
42395,0,4,0,3,0,1,0
42396,9,5,6,3,5,7,0
42397,6,6,8,5,7,7,0
42398,2,9,6,2,5,3,0
42399,7,7,9,4,5,1,0
42400,2,8,8,4,4,1,0
42401,5,9,4,9,9,8,0
42402,2,3,5,8,3,3,0
42403,0,6,7,7,6,8,0
42404,7,2,0,1,6,5,0
42405,2,1,6,3,6,8,0
42406,1,7,0,0,3,0,0
42407,9,9,6,4,9,7,0
42408,7,4,9,8,9,9,0
42409,9,4,4,4,7,8,0
42410,4,1,6,4,4,9,0
42411,1,8,1,6,4,9,0
42412,1,5,8,2,6,1,0
42413,9,0,0,7,5,6,0
42414,0,5,9,0,1,4,0
42415,5,9,7,7,6,9,0
42416,7,9,8,3,7,7,0
42417,2,9,0,1,2,3,0
42418,3,0,7,6,1,4,0
42419,2,9,4,2,3,6,0
42420,5,5,1,4,9,8,0
42421,7,8,3,0,9,4,0
42422,6,1,3,8,6,7,0
42423,4,1,7,9,8,6,0
42424,2,0,8,6,0,3,0
42425,1,1,0,9,3,5,0
42426,6,3,1,1,7,5,0
42427,9,0,6,0,2,4,0
42428,9,4,1,8,0,0,0
42429,1,8,2,8,5,8,0
42430,8,6,9,2,5,5,0
42431,1,0,2,6,3,5,0
42432,2,7,6,4,1,7,0
42433,9,2,2,8,9,6,0
42434,7,7,1,1,5,1,0
42435,3,9,5,1,3,9,0
42436,2,1,8,3,3,7,0
42437,2,0,0,7,9,2,0
42438,6,4,4,2,6,0,0
42439,7,0,2,3,5,5,0
42440,6,5,8,1,7,3,0
42441,2,0,6,5,8,2,0
42442,4,0,8,1,0,6,0
42443,0,4,2,0,9,0,0
42444,0,7,1,9,4,3,0
42445,0,2,3,1,5,6,0
42446,1,0,4,9,6,1,0
42447,0,5,3,7,5,2,0
42448,2,2,8,5,0,1,0
42449,6,6,8,0,3,1,0
42450,9,5,2,6,6,0,0
42451,1,5,4,8,2,6,0
42452,9,5,2,0,0,6,0
42453,0,7,7,2,8,4,0
42454,1,4,7,0,8,3,0
42455,5,7,7,6,0,4,0
42456,3,9,5,8,4,8,0
42457,2,4,7,8,3,8,0
42458,0,9,2,1,4,6,0
42459,0,1,4,8,8,1,0
42460,8,4,9,4,5,0,0
42461,1,4,3,0,7,7,0
42462,3,7,9,9,7,4,0
42463,0,2,7,6,3,8,0
42464,4,2,1,6,4,0,0
42465,8,0,4,5,4,4,0
42466,6,6,9,7,4,2,0
42467,5,9,9,8,2,1,0
42468,0,7,5,8,0,0,0
42469,3,0,2,3,6,5,0
42470,0,9,7,8,7,2,0
42471,8,7,2,1,4,4,0
42472,7,3,6,9,2,1,0
42473,4,3,2,3,5,9,0
42474,5,9,1,9,2,8,0
42475,3,9,0,3,4,4,0
42476,4,8,6,9,4,9,0
42477,4,2,1,6,4,8,0
42478,0,0,2,3,0,8,0
42479,2,6,3,4,7,3,0
42480,9,0,3,3,7,7,0
42481,3,4,7,6,3,9,0
42482,8,2,0,3,5,8,0
42483,9,7,3,8,6,6,0
42484,5,6,2,3,1,6,0
42485,9,0,2,9,8,5,0
42486,8,6,3,1,1,7,0
42487,2,7,6,3,9,0,0
42488,2,7,7,5,5,0,0
42489,6,1,0,6,8,1,0
42490,4,1,9,7,0,9,0
42491,8,7,0,3,2,1,0
42492,4,6,5,1,2,0,0
42493,9,9,0,5,7,7,0
42494,2,8,4,1,3,0,0
42495,7,7,3,8,1,7,0
42496,0,7,6,0,4,7,0
42497,4,6,5,1,7,2,0
42498,4,5,2,0,9,7,0
42499,2,5,2,6,9,6,0
42500,0,1,9,5,1,0,0
42501,7,4,6,2,0,7,0
42502,3,5,6,0,2,2,0
42503,8,9,9,2,2,4,0
42504,8,5,7,1,2,9,0
42505,2,2,8,7,9,0,0
42506,8,6,2,9,5,6,0
42507,8,4,5,1,7,2,0
42508,0,2,0,3,0,9,0
42509,8,1,4,6,9,3,0
42510,0,3,2,1,2,1,0
42511,5,1,1,1,3,0,0
42512,9,5,7,3,4,7,0
42513,7,7,8,0,4,0,0
42514,3,1,3,1,6,9,0
42515,0,3,9,0,7,8,0
42516,9,2,7,9,2,0,0
42517,2,6,0,4,7,9,0
42518,9,5,6,5,3,5,0
42519,1,0,4,2,9,9,0
42520,0,0,1,4,2,3,0
42521,8,2,7,5,9,8,0
42522,7,5,0,9,8,5,0
42523,8,6,3,2,3,2,0
42524,8,5,0,5,9,6,0
42525,0,2,2,1,2,4,0
42526,2,5,7,6,3,7,0
42527,3,6,0,0,9,9,0
42528,2,2,3,1,4,7,0
42529,5,2,1,8,1,8,0
42530,5,8,7,0,7,2,0
42531,6,8,6,4,2,9,0
42532,3,8,1,8,4,9,0
42533,3,0,9,6,3,1,0
42534,1,9,5,5,5,4,0
42535,1,9,5,6,1,4,0
42536,1,9,4,9,7,1,0
42537,2,8,1,7,7,7,0
42538,4,7,2,9,5,2,0
42539,9,8,2,2,1,7,0
42540,4,0,8,1,6,9,0
42541,2,4,4,0,9,2,0
42542,3,3,8,2,0,3,0
42543,9,5,2,8,8,3,0
42544,3,9,0,5,6,8,0
42545,7,0,2,6,6,6,0
42546,1,2,0,4,4,8,0
42547,8,6,1,2,6,1,0
42548,6,7,8,0,6,7,0
42549,7,0,2,9,4,0,0
42550,1,5,1,1,8,8,0
42551,2,3,0,3,5,7,0
42552,1,9,7,4,7,8,0
42553,1,5,3,5,3,7,0
42554,5,9,1,2,2,9,0
42555,2,9,4,4,6,0,0
42556,5,5,5,3,5,1,0
42557,5,9,3,6,1,0,0
42558,0,7,0,3,2,9,0
42559,9,5,9,1,8,5,0
42560,3,4,8,9,8,7,0
42561,9,0,7,1,1,4,0
42562,6,4,7,1,3,4,0
42563,3,2,2,8,5,1,0
42564,3,6,5,4,6,4,0
42565,5,4,5,8,9,3,0
42566,1,4,8,5,9,6,0
42567,6,2,4,8,3,6,0
42568,1,1,1,5,2,1,0
42569,2,6,6,8,4,6,0
42570,6,8,9,5,2,9,0
42571,2,2,8,0,3,2,0
42572,9,7,8,3,2,0,0
42573,4,0,8,1,7,0,0
42574,1,5,3,4,3,3,0
42575,6,8,7,9,0,8,0
42576,2,1,3,9,7,8,0
42577,8,9,1,3,3,9,0
42578,6,5,2,2,4,8,0
42579,5,9,4,6,6,3,0
42580,1,7,0,5,2,4,0
42581,0,3,4,9,8,5,0
42582,7,2,6,0,9,3,0
42583,7,5,2,2,0,5,0
42584,1,2,3,4,8,1,0
42585,7,0,9,1,8,1,0
42586,1,0,4,9,2,5,0
42587,1,4,6,5,5,1,0
42588,2,2,5,2,1,5,0
42589,3,9,2,4,2,7,0
42590,2,6,2,6,9,6,0
42591,1,5,0,3,4,9,0
42592,4,4,7,7,8,9,0
42593,2,3,9,5,9,2,0
42594,8,9,5,4,8,7,0
42595,4,5,8,8,6,8,0
42596,3,7,8,4,1,9,0
42597,5,9,8,8,0,0,0
42598,9,4,3,8,7,6,0
42599,4,6,8,2,0,0,0
42600,1,7,0,6,5,9,0
42601,1,0,0,8,0,2,0
42602,6,0,7,9,3,9,0
42603,2,4,7,4,5,4,0
42604,1,3,3,8,7,9,0
42605,4,1,9,5,8,9,0
42606,8,8,0,2,7,7,0
42607,7,7,8,8,8,8,0
42608,4,5,5,8,1,9,0
42609,1,6,6,0,7,1,0
42610,9,5,7,5,9,7,0
42611,7,2,1,0,7,8,0
42612,5,4,0,3,2,7,0
42613,4,2,1,2,8,7,0
42614,2,7,5,2,4,4,0
42615,6,7,8,8,9,4,0
42616,0,4,9,0,1,3,0
42617,5,6,6,4,5,8,0
42618,8,4,4,5,5,7,0
42619,8,0,3,3,7,6,0
42620,6,3,3,9,5,8,0
42621,8,7,2,8,5,6,0
42622,7,9,6,2,3,1,0
42623,6,9,3,2,6,9,0
42624,7,9,1,6,3,5,0
42625,9,6,4,2,2,8,0
42626,3,9,4,2,2,1,0
42627,6,9,9,2,5,2,0
42628,8,8,6,6,1,1,0
42629,7,6,0,7,9,8,0
42630,3,6,7,1,3,7,0
42631,8,8,6,0,9,7,0
42632,3,0,5,7,0,3,0
42633,7,7,1,3,8,5,0
42634,1,3,8,3,6,4,0
42635,1,0,3,1,8,8,0
42636,6,6,6,7,1,7,0
42637,1,0,3,7,4,7,0
42638,7,1,3,2,3,3,0
42639,9,9,0,9,9,2,0
42640,9,5,5,8,9,7,0
42641,5,1,2,3,7,1,0
42642,3,7,2,1,0,6,0
42643,4,2,1,7,8,0,0
42644,1,5,7,7,2,8,0
42645,6,3,9,4,2,7,0
42646,0,1,6,1,3,2,0
42647,4,1,9,3,4,5,0
42648,1,7,6,2,7,4,0
42649,6,8,7,0,2,2,0
42650,0,6,1,9,2,1,0
42651,3,7,1,5,2,2,0
42652,9,5,5,6,4,5,0
42653,4,0,6,4,8,8,0
42654,0,6,8,8,9,7,0
42655,6,9,1,7,8,5,0
42656,8,4,2,3,6,1,0
42657,9,5,9,8,6,0,0
42658,1,3,0,7,6,3,0
42659,8,1,6,1,1,5,0
42660,2,8,6,1,9,2,0
42661,8,3,8,3,0,2,0
42662,1,0,2,9,9,8,0
42663,1,8,4,4,6,1,0
42664,8,0,9,2,0,1,0
42665,7,9,9,2,4,0,0
42666,1,1,5,0,3,7,0
42667,1,8,2,1,9,1,0
42668,8,1,3,7,8,7,0
42669,6,6,9,7,7,5,0
42670,3,4,6,8,6,9,0
42671,7,3,6,6,6,5,0
42672,8,3,6,7,0,1,0
42673,0,5,5,2,8,5,0
42674,5,4,8,1,5,1,0
42675,2,4,5,4,5,4,0
42676,9,9,3,4,7,1,0
42677,4,5,0,7,8,3,0
42678,3,6,2,9,4,6,0
42679,7,5,9,1,9,9,0
42680,7,8,2,9,3,2,0
42681,2,2,4,3,4,9,0
42682,8,7,3,6,4,4,0
42683,4,7,8,8,5,2,0
42684,8,0,2,2,6,5,0
42685,3,5,5,6,5,1,0
42686,1,1,1,7,8,1,0
42687,0,5,6,1,0,3,0
42688,1,6,2,5,3,4,0
42689,9,5,2,8,0,7,0
42690,6,0,6,9,7,8,0
42691,7,7,0,2,0,3,0
42692,2,6,0,9,4,5,0
42693,6,7,7,0,4,9,0
42694,4,8,1,6,4,1,0
42695,3,0,2,9,0,9,0
42696,9,0,9,9,2,9,0
42697,0,0,1,1,8,7,0
42698,8,0,2,8,6,8,0
42699,1,0,9,9,9,9,0
42700,2,8,1,9,7,1,0
42701,2,2,7,2,3,7,0
42702,2,8,0,7,1,7,0
42703,6,1,8,8,8,4,0
42704,5,7,7,0,9,4,0
42705,8,9,8,7,3,0,0
42706,7,9,3,5,3,4,0
42707,1,4,2,7,4,7,0
42708,1,6,6,1,1,4,0
42709,4,1,4,8,5,4,0
42710,5,2,0,8,9,6,0
42711,9,1,4,8,5,9,0
42712,9,3,4,6,2,5,0
42713,8,3,9,9,0,2,0
42714,2,3,5,1,9,2,0
42715,3,5,5,9,0,8,0
42716,3,5,5,7,2,1,0
42717,3,6,4,2,1,5,0
42718,5,2,3,8,5,5,0
42719,5,8,7,8,5,8,0
42720,1,8,1,1,2,8,0
42721,5,7,9,7,1,2,0
42722,8,8,7,7,4,1,0
42723,3,9,0,5,4,7,0
42724,2,7,0,0,5,2,0
42725,6,8,8,3,6,4,0
42726,1,8,7,0,1,6,0
42727,6,7,6,1,4,7,0
42728,1,8,0,4,1,3,0
42729,3,1,2,3,6,9,0
42730,4,0,3,4,1,9,0
42731,7,7,2,0,3,0,0
42732,1,5,2,1,4,5,0
42733,5,1,0,4,8,5,0
42734,5,7,3,7,2,5,0
42735,1,0,6,8,9,6,0
42736,2,0,9,4,8,5,0
42737,2,3,8,8,6,0,0
42738,1,8,1,5,7,6,0
42739,8,0,5,1,4,0,0
42740,6,0,1,4,5,9,0
42741,6,2,2,6,5,8,0
42742,0,9,7,7,0,8,0
42743,6,3,4,4,4,6,0
42744,0,3,9,3,4,5,0
42745,8,6,7,8,3,1,0
42746,8,7,1,6,5,4,0
42747,3,5,4,4,5,1,0
42748,1,5,0,1,9,5,0
42749,1,0,6,4,3,5,0
42750,3,6,6,2,2,3,0
42751,5,8,5,1,2,0,0
42752,3,9,7,6,6,7,0
42753,0,3,5,0,2,2,0
42754,6,3,4,5,3,8,0
42755,4,9,7,9,8,1,0
42756,3,2,9,0,7,6,0
42757,5,7,4,0,6,5,0
42758,0,1,8,7,7,3,0
42759,5,7,0,2,3,1,0
42760,9,3,7,3,3,6,0
42761,2,7,4,8,3,8,0
42762,7,3,9,3,4,2,0
42763,4,0,0,3,5,3,0
42764,7,2,2,0,3,7,0
42765,6,5,9,2,5,3,0
42766,0,2,0,1,4,6,0
42767,2,2,1,9,8,1,0
42768,8,0,4,2,0,1,0
42769,6,9,3,3,4,0,0
42770,4,3,6,3,6,2,0
42771,0,8,6,8,2,2,0
42772,1,3,6,1,9,0,0
42773,9,8,1,0,8,9,0
42774,2,0,4,9,4,8,0
42775,3,1,8,9,0,9,0
42776,3,2,7,0,2,0,0
42777,0,8,1,1,1,4,0
42778,7,8,2,5,9,2,0
42779,2,5,8,3,9,3,0
42780,1,9,7,0,9,6,0
42781,6,8,6,3,7,8,0
42782,1,2,6,0,4,7,0
42783,5,3,4,8,6,2,0
42784,3,3,0,6,9,4,0
42785,1,6,4,2,7,0,0
42786,5,6,5,9,6,4,0
42787,1,9,1,8,2,7,0
42788,3,5,7,0,3,5,0
42789,4,8,2,7,7,6,0
42790,9,1,2,2,6,9,0
42791,3,0,8,4,1,0,0
42792,6,9,2,0,4,5,0
42793,8,0,5,2,3,9,0
42794,2,2,4,7,9,7,0
42795,7,0,9,3,0,8,0
42796,8,3,7,0,4,8,0
42797,1,5,8,4,5,6,0
42798,6,2,1,5,1,4,0
42799,1,3,9,7,4,0,0
42800,7,0,0,5,8,1,0
42801,8,9,4,3,6,1,0
42802,0,9,8,2,9,1,0
42803,2,1,1,7,6,1,0
42804,6,2,9,9,1,4,0
42805,7,1,3,6,6,3,0
42806,7,5,6,2,1,4,0
42807,0,8,2,2,3,5,0
42808,7,7,0,9,8,0,0
42809,5,0,5,8,2,3,0
42810,6,0,1,6,1,4,0
42811,3,8,1,5,7,1,0
42812,3,5,3,9,4,8,0
42813,3,7,2,4,2,1,0
42814,3,7,6,7,3,1,0
42815,6,9,1,5,5,9,0
42816,9,1,5,9,7,1,0
42817,6,1,3,4,9,0,0
42818,7,9,1,9,0,2,0
42819,0,7,3,2,0,7,0
42820,6,0,9,1,4,6,0
42821,2,6,6,7,1,0,0
42822,9,2,0,7,7,8,0
42823,0,8,0,2,1,2,0
42824,6,4,2,2,1,8,0
42825,2,9,5,3,7,1,0
42826,4,6,8,3,9,7,0
42827,5,5,8,0,0,8,0
42828,7,9,1,6,6,4,0
42829,0,5,3,9,6,8,0
42830,9,8,8,0,2,1,0
42831,9,3,9,6,2,6,0
42832,6,0,8,3,7,5,0
42833,3,2,2,3,9,4,0
42834,5,6,8,0,7,6,0
42835,0,2,3,3,7,4,0
42836,0,0,6,1,8,8,0
42837,6,8,6,2,1,8,0
42838,0,9,8,2,6,7,0
42839,0,9,9,9,4,6,0
42840,2,9,3,2,8,9,0
42841,0,9,0,1,2,5,0
42842,9,5,0,4,8,7,0
42843,6,9,8,5,8,4,0
42844,9,0,7,7,4,0,0
42845,2,0,1,1,2,4,0
42846,2,0,3,1,0,5,0
42847,1,7,5,7,5,9,0
42848,0,1,3,5,6,9,0
42849,8,7,9,8,2,4,0
42850,2,2,9,9,2,5,0
42851,8,5,0,7,2,8,0
42852,3,0,9,7,3,6,0
42853,2,6,9,6,3,0,0
42854,4,6,1,8,3,8,0
42855,8,9,8,5,8,0,0
42856,9,3,9,5,8,6,0
42857,2,7,6,8,6,3,0
42858,4,6,8,7,7,8,0
42859,9,9,4,6,8,2,0
42860,4,9,4,9,3,0,0
42861,5,9,2,8,3,4,0
42862,0,4,6,8,4,4,0
42863,9,0,4,1,9,6,0
42864,3,6,4,0,0,1,0
42865,4,1,4,0,3,5,0
42866,1,6,4,0,6,7,0
42867,6,9,5,8,6,6,0
42868,0,4,4,5,1,2,0
42869,1,1,0,4,7,7,0
42870,6,1,9,0,9,0,0
42871,7,3,0,8,3,8,0
42872,8,7,4,1,1,5,0
42873,9,3,7,5,6,3,0
42874,7,3,6,9,6,8,0
42875,0,7,9,2,2,5,0
42876,7,1,3,6,5,2,0
42877,0,7,6,0,5,5,0
42878,8,9,3,6,1,1,0
42879,6,9,8,4,1,9,0
42880,8,4,8,1,4,1,0
42881,9,3,2,4,5,6,0
42882,0,6,3,6,7,9,0
42883,9,0,7,6,9,6,0
42884,2,4,4,2,0,7,0
42885,0,4,5,7,2,3,0
42886,7,4,7,3,5,9,0
42887,6,7,8,3,2,5,0
42888,7,6,6,1,2,0,0
42889,0,7,7,9,3,3,0
42890,9,4,6,6,8,7,0
42891,8,4,7,0,1,1,0
42892,7,3,1,1,1,4,0
42893,4,6,2,7,6,2,0
42894,3,7,0,3,5,1,0
42895,3,1,8,2,1,2,0
42896,4,8,4,6,2,9,0
42897,4,9,6,5,4,8,0
42898,1,5,5,9,8,6,0
42899,1,5,8,9,5,0,0
42900,5,8,9,4,7,6,0
42901,2,2,9,6,3,6,0
42902,5,3,4,8,6,5,0
42903,3,9,2,4,2,3,0
42904,2,7,0,1,2,8,0
42905,4,1,7,7,1,4,0
42906,8,8,1,9,4,4,0
42907,0,6,3,1,0,8,0
42908,3,1,7,9,6,4,0
42909,1,5,8,9,0,8,0
42910,5,7,9,4,1,6,0
42911,6,4,0,1,6,8,0
42912,5,3,5,1,7,4,0
42913,5,1,8,2,8,7,0
42914,0,2,6,8,4,5,0
42915,3,9,0,6,4,2,0
42916,3,3,0,4,0,8,0
42917,4,9,5,2,7,8,0
42918,5,7,6,3,3,0,0
42919,7,3,9,4,4,4,0
42920,3,4,7,0,1,6,0
42921,4,5,6,2,6,4,0
42922,0,5,1,9,1,3,0
42923,8,8,5,4,2,0,0
42924,9,4,6,7,7,1,0
42925,5,6,8,7,4,3,0
42926,6,3,3,8,6,6,0
42927,6,5,4,9,9,2,0
42928,0,1,0,9,4,9,0
42929,0,6,9,3,5,2,0
42930,9,8,9,1,3,0,0
42931,1,0,9,1,4,8,0
42932,4,6,9,0,9,0,0
42933,0,0,1,3,5,4,0
42934,0,5,6,6,4,6,0
42935,2,4,1,4,6,7,0
42936,9,4,8,5,1,7,0
42937,6,3,1,0,9,1,0
42938,4,2,5,8,1,5,0
42939,9,5,6,8,0,0,0
42940,5,4,5,5,8,0,0
42941,2,6,9,5,5,8,0
42942,2,6,5,8,6,0,0
42943,0,1,2,5,9,5,0
42944,9,5,0,4,9,7,0
42945,7,3,1,6,2,3,0
42946,1,3,2,1,3,7,0
42947,1,6,4,7,0,4,0
42948,3,2,0,7,3,3,0
42949,1,0,8,0,6,1,0
42950,2,6,6,2,9,6,0
42951,4,7,1,1,2,6,0
42952,2,7,1,4,6,4,0
42953,3,2,2,8,7,6,0
42954,6,6,5,6,2,1,0
42955,9,5,7,0,6,9,0
42956,0,3,6,4,6,9,0
42957,3,7,4,5,0,3,0
42958,7,8,8,4,4,8,0
42959,2,2,4,4,8,3,0
42960,6,0,2,3,0,9,0
42961,5,0,8,5,6,8,0
42962,4,3,4,1,9,1,0
42963,6,3,8,2,4,0,0
42964,7,0,4,8,6,7,0
42965,1,3,8,4,1,2,0
42966,3,6,4,3,7,3,0
42967,2,4,2,2,3,0,0
42968,8,1,3,8,2,0,0
42969,8,9,5,1,6,5,0
42970,2,2,1,5,7,4,0
42971,9,9,2,3,5,5,0
42972,1,8,4,4,2,4,0
42973,9,0,5,9,7,0,0
42974,9,0,7,4,4,3,0
42975,3,8,9,8,6,6,0
42976,6,1,5,7,2,9,0
42977,0,9,4,2,7,6,0
42978,4,8,2,4,8,8,0
42979,1,9,5,4,7,5,0
42980,5,2,1,9,8,8,0
42981,2,6,0,7,9,5,0
42982,2,2,7,4,9,2,0
42983,9,4,9,8,0,9,0
42984,6,0,1,2,1,0,0
42985,8,9,6,3,0,1,0
42986,9,9,3,5,6,1,0
42987,8,3,5,0,0,7,0
42988,9,4,3,6,7,7,0
42989,6,8,0,6,9,3,0
42990,4,4,9,9,9,6,0
42991,2,7,8,9,2,8,0
42992,7,3,6,7,8,6,0
42993,1,4,7,7,8,3,0
42994,5,6,4,5,5,9,0
42995,7,4,3,4,1,2,0
42996,8,7,8,4,2,8,0
42997,1,0,7,3,5,7,0
42998,1,0,0,5,7,3,0
42999,1,4,4,2,7,5,0
43000,3,6,4,1,7,7,0
43001,6,5,7,6,2,2,0
43002,3,8,9,4,6,6,0
43003,5,7,7,1,7,5,0
43004,1,3,4,1,0,9,0
43005,2,0,3,4,6,3,0
43006,5,5,8,0,9,8,0
43007,8,7,8,4,7,7,0
43008,2,5,8,0,4,4,0
43009,4,4,9,8,0,6,0
43010,3,3,4,4,0,0,0
43011,4,1,5,8,2,3,0
43012,7,3,8,0,2,3,0
43013,0,8,8,1,7,3,0
43014,8,9,2,7,8,7,0
43015,2,2,9,8,6,6,0
43016,1,4,7,9,1,8,0
43017,9,7,8,7,1,6,0
43018,0,9,8,5,9,6,0
43019,9,3,3,3,8,1,0
43020,4,1,7,3,6,3,0
43021,5,0,8,5,2,5,0
43022,4,9,7,7,2,3,0
43023,4,7,6,3,1,8,0
43024,0,3,5,5,5,8,0
43025,2,5,6,2,8,9,0
43026,8,7,5,1,8,9,0
43027,4,0,0,3,9,9,0
43028,8,8,8,4,7,4,0
43029,8,3,2,3,4,3,0
43030,1,2,6,0,4,4,0
43031,7,4,6,8,5,4,0
43032,2,4,6,0,1,0,0
43033,4,1,3,0,0,4,0
43034,6,8,4,4,0,0,0
43035,5,5,2,0,7,3,0
43036,8,0,6,3,6,4,0
43037,7,5,9,7,6,5,0
43038,5,5,7,0,1,1,0
43039,9,2,3,6,5,5,0
43040,6,5,6,3,7,1,0
43041,7,4,1,3,0,7,0
43042,6,0,0,3,2,5,0
43043,5,8,2,1,8,2,0
43044,9,9,2,2,9,1,0
43045,7,5,7,7,9,1,0
43046,6,5,4,1,4,0,0
43047,8,7,1,1,3,4,0
43048,2,6,8,1,1,5,0
43049,6,7,6,1,4,2,0
43050,4,4,7,3,5,4,0
43051,5,6,8,5,6,0,0
43052,0,5,9,6,4,5,0
43053,1,2,2,1,2,7,0
43054,1,6,4,8,9,8,0
43055,4,0,6,8,6,2,0
43056,9,4,8,1,4,3,0
43057,1,4,8,3,4,4,0
43058,4,0,5,0,7,8,0
43059,6,4,6,9,6,5,0
43060,3,2,2,2,4,5,0
43061,0,1,0,7,8,8,0
43062,3,4,3,0,2,3,0
43063,2,3,4,8,0,9,0
43064,6,0,7,8,6,7,0
43065,0,0,5,8,9,4,0
43066,8,0,2,4,1,1,0
43067,9,8,1,9,9,2,0
43068,7,5,5,9,4,4,0
43069,8,0,6,9,3,4,0
43070,1,8,3,3,1,1,0
43071,9,0,9,0,6,6,0
43072,6,9,8,3,6,7,0
43073,1,7,7,7,6,3,0
43074,8,7,2,8,3,2,0
43075,8,5,7,5,3,9,0
43076,1,3,6,8,0,6,0
43077,9,0,3,4,9,7,0
43078,3,9,0,5,8,3,0
43079,4,7,1,1,3,8,0
43080,0,2,8,2,9,9,0
43081,1,9,2,1,5,4,0
43082,6,4,8,0,9,9,0
43083,9,3,3,6,5,4,0
43084,5,4,1,0,3,7,0
43085,5,7,9,3,5,6,0
43086,2,8,6,9,8,3,0
43087,4,5,3,1,2,9,0
43088,8,8,4,7,4,1,0
43089,9,4,7,2,9,1,0
43090,8,6,9,9,6,2,0
43091,6,6,5,1,6,8,0
43092,9,9,3,3,1,8,0
43093,8,9,4,9,7,2,0
43094,0,7,0,8,6,1,0
43095,2,2,3,7,4,8,0
43096,3,7,9,9,7,1,0
43097,7,2,8,4,1,5,0
43098,1,9,5,8,5,2,0
43099,5,7,4,6,5,2,0
43100,7,8,2,5,4,7,0
43101,7,6,6,8,7,2,0
43102,4,8,2,4,1,8,0
43103,9,0,8,2,2,4,0
43104,7,9,0,1,6,2,0
43105,4,1,5,3,6,4,0
43106,4,9,3,2,0,6,0
43107,5,5,3,4,6,6,0
43108,5,1,8,0,3,0,0
43109,1,6,1,1,8,0,0
43110,9,2,4,6,0,7,0
43111,3,6,6,1,7,9,0
43112,8,2,0,0,2,5,0
43113,3,5,8,2,5,7,0
43114,7,1,2,8,8,6,0
43115,4,9,9,0,4,1,0
