,ans(1000),ans(100),ans(10),ans(1),+/-
52425,0,0,3,7,1
52426,0,4,5,3,0
52427,0,4,4,9,1
52428,0,4,6,9,1
52429,0,5,3,3,1
52430,0,5,8,0,1
52431,0,2,5,9,0
52432,0,7,2,0,1
52433,0,6,6,9,1
52434,0,5,5,1,0
52435,0,7,0,1,1
52436,0,4,7,6,1
52437,0,0,4,3,0
52438,0,1,7,2,1
52439,0,5,7,7,0
52440,0,4,0,3,0
52441,0,6,2,7,1
52442,0,0,6,4,1
52443,0,0,8,6,1
52444,0,3,3,2,1
52445,0,0,6,7,1
52446,0,0,6,8,0
52447,0,4,6,9,0
52448,0,2,5,3,1
52449,0,3,5,3,1
52450,0,2,9,7,0
52451,0,6,4,9,1
52452,0,2,3,7,1
52453,0,5,5,5,0
52454,0,0,1,4,0
52455,0,1,7,2,0
52456,0,5,2,5,1
52457,0,1,1,0,0
52458,0,1,5,5,0
52459,0,4,8,4,0
52460,0,0,8,9,0
52461,0,5,9,3,1
52462,0,1,3,7,1
52463,0,3,6,4,0
52464,0,3,2,9,1
52465,0,0,7,7,0
52466,0,3,2,1,0
52467,0,4,2,5,1
52468,0,2,0,0,0
52469,0,3,3,1,0
52470,0,0,1,1,1
52471,0,8,8,4,0
52472,0,1,2,1,1
52473,0,2,1,0,0
52474,0,2,5,9,1
52475,0,3,2,4,0
52476,0,6,0,9,0
52477,0,4,5,1,0
52478,0,0,1,3,0
52479,0,1,1,3,1
52480,0,2,9,3,0
52481,0,3,8,7,0
52482,0,0,3,6,0
52483,0,1,8,3,0
52484,0,8,0,3,0
52485,0,5,7,7,1
52486,0,1,0,3,0
52487,0,0,7,1,1
52488,0,5,9,3,0
52489,0,9,7,7,0
52490,0,7,7,9,0
52491,0,2,8,6,0
52492,0,1,0,1,1
52493,0,1,6,3,0
52494,0,3,0,3,0
52495,0,3,9,0,1
52496,0,5,4,1,0
52497,0,0,9,5,0
52498,0,2,4,4,1
52499,0,6,3,9,1
52500,0,6,5,9,1
52501,0,5,0,6,0
52502,0,3,3,6,1
52503,0,5,9,1,1
52504,0,0,5,5,0
52505,0,1,2,2,0
52506,0,1,9,4,1
52507,0,0,2,0,1
52508,0,7,2,3,0
52509,0,5,8,6,0
52510,0,2,7,5,0
52511,0,0,8,8,0
52512,0,1,3,2,1
52513,0,7,0,0,0
52514,0,3,2,8,0
52515,0,2,8,8,1
52516,0,0,0,8,1
52517,0,4,4,0,0
52518,0,3,6,8,1
52519,0,2,5,0,0
52520,0,0,9,4,0
52521,0,1,5,8,1
52522,0,0,0,0,0
52523,0,6,7,8,1
52524,0,1,3,9,1
52525,0,8,9,8,1
52526,0,0,5,0,0
52527,0,1,2,7,1
52528,0,6,1,7,0
52529,0,6,7,4,1
52530,0,0,4,0,0
52531,0,0,9,0,1
52532,0,0,0,2,1
52533,0,1,3,9,0
52534,0,0,0,5,1
52535,0,2,4,7,0
52536,0,1,5,0,1
52537,0,1,5,8,0
52538,0,1,0,2,0
52539,0,1,4,3,0
52540,0,4,7,9,1
52541,0,4,7,1,0
52542,0,2,3,4,0
52543,0,0,3,9,1
52544,0,1,8,8,0
52545,0,4,9,7,1
52546,0,4,0,8,0
52547,0,0,4,3,0
52548,0,1,6,8,1
52549,0,2,1,2,0
52550,0,1,8,9,0
52551,0,0,6,9,0
52552,0,6,8,4,1
52553,0,4,0,1,0
52554,0,2,4,0,0
52555,0,7,0,9,1
52556,0,7,4,9,1
52557,0,0,1,5,1
52558,0,6,9,5,0
52559,0,1,4,9,1
52560,0,1,2,2,1
52561,0,3,9,3,0
52562,0,5,7,2,0
52563,0,1,2,4,1
52564,0,8,7,2,0
52565,0,4,2,4,0
52566,0,6,7,8,0
52567,0,3,7,5,0
52568,0,1,5,2,1
52569,0,1,9,2,0
52570,0,0,3,2,0
52571,0,2,4,3,0
52572,0,1,2,9,0
52573,0,2,5,4,1
52574,0,1,6,9,1
52575,0,6,3,5,1
52576,0,1,9,3,0
52577,0,5,6,7,1
52578,0,5,9,9,0
52579,0,8,7,5,0
52580,0,2,3,2,0
52581,0,6,1,0,1
52582,0,4,0,7,0
52583,0,4,1,4,1
52584,0,0,9,7,1
52585,0,1,7,4,0
52586,0,4,2,7,1
52587,0,5,6,9,1
52588,0,0,9,3,0
52589,0,0,9,4,1
52590,0,3,4,0,1
52591,0,6,1,1,0
52592,0,2,5,8,1
52593,0,9,1,5,0
52594,0,0,1,2,1
52595,0,1,3,2,1
52596,0,3,7,2,0
52597,0,7,1,0,1
52598,0,3,7,9,1
52599,0,6,4,8,1
52600,0,3,8,0,0
52601,0,6,3,6,1
52602,0,7,3,7,0
52603,0,3,4,9,0
52604,0,1,1,4,0
52605,0,6,6,8,1
52606,0,0,0,8,1
52607,0,0,9,2,1
52608,0,3,5,1,0
52609,0,1,2,1,1
52610,0,5,5,0,0
52611,0,3,8,2,0
52612,0,2,5,4,0
52613,0,0,6,9,1
52614,0,0,5,8,1
52615,0,2,4,6,1
52616,0,3,5,1,1
52617,0,4,7,4,0
52618,0,1,8,4,0
52619,0,1,2,5,0
52620,0,0,3,9,0
52621,0,5,0,9,1
52622,0,3,9,8,0
52623,0,0,0,9,1
52624,0,4,0,6,0
52625,0,5,9,8,1
52626,0,2,0,7,1
52627,0,3,6,9,1
52628,0,3,7,1,0
52629,0,1,8,2,1
52630,0,2,8,6,0
52631,0,7,3,1,0
52632,0,9,0,8,1
52633,0,2,1,6,1
52634,0,4,1,8,1
52635,0,0,8,8,0
52636,0,0,3,6,0
52637,0,1,9,3,0
52638,0,6,3,1,1
52639,0,4,5,6,1
52640,0,0,6,1,1
52641,0,1,5,1,0
52642,0,7,4,1,0
52643,0,2,7,4,1
52644,0,1,2,3,1
52645,0,5,4,8,0
52646,0,0,5,6,1
52647,0,1,5,7,0
52648,0,8,2,4,0
52649,0,6,8,4,0
52650,0,6,0,6,1
52651,0,3,4,3,0
52652,0,5,0,2,1
52653,0,8,3,0,0
52654,0,1,7,9,0
52655,0,0,2,9,1
52656,0,5,6,8,1
52657,0,5,3,1,0
52658,0,0,7,9,0
52659,0,6,6,7,1
52660,0,5,7,4,1
52661,0,4,8,6,0
52662,0,0,1,1,0
52663,0,3,0,8,0
52664,0,3,8,0,0
52665,0,5,7,3,1
52666,0,2,5,6,0
52667,0,6,5,9,1
52668,0,0,2,1,1
52669,0,5,7,9,1
52670,0,0,3,7,0
52671,0,2,4,1,0
52672,0,5,8,9,1
52673,0,7,8,2,0
52674,0,0,0,5,0
52675,0,1,1,2,0
52676,0,6,7,2,0
52677,0,3,4,2,0
52678,0,0,0,8,0
52679,0,4,3,6,0
52680,0,1,0,5,1
52681,0,1,1,4,0
52682,0,2,5,0,1
52683,0,5,8,3,1
52684,0,0,5,1,0
52685,0,6,2,0,0
52686,0,2,8,0,0
52687,0,2,2,9,0
52688,0,1,6,8,0
52689,0,4,0,5,1
52690,0,0,9,6,1
52691,0,6,0,0,1
52692,0,7,5,7,1
52693,0,0,2,1,1
52694,0,3,0,4,0
52695,0,3,7,8,0
52696,0,6,2,3,1
52697,0,1,1,2,0
52698,0,0,3,3,0
52699,0,5,2,8,1
52700,0,3,5,3,0
52701,0,0,0,6,0
52702,0,2,6,9,1
52703,0,1,7,8,0
52704,0,5,9,5,0
52705,0,2,2,8,0
52706,0,1,3,6,1
52707,0,2,5,4,0
52708,0,0,5,0,0
52709,0,1,6,4,1
52710,0,4,7,3,0
52711,0,3,5,5,0
52712,0,1,9,2,0
52713,0,0,7,1,0
52714,0,2,7,8,0
52715,0,8,1,3,1
52716,0,2,7,0,0
52717,0,5,3,0,0
52718,0,2,5,3,1
52719,0,2,0,7,1
52720,0,8,0,1,1
52721,0,6,2,6,1
52722,0,1,4,3,1
52723,0,0,1,4,1
52724,0,3,6,4,1
52725,0,2,6,1,0
52726,0,1,8,8,1
52727,0,0,7,4,0
52728,0,1,5,1,1
52729,0,1,2,6,0
52730,0,1,3,0,0
52731,0,1,2,9,1
52732,0,2,8,1,1
52733,0,3,1,9,0
52734,0,4,8,4,1
52735,0,2,0,5,0
52736,0,4,7,5,1
52737,0,0,1,2,1
52738,0,7,7,3,0
52739,0,0,5,1,1
52740,0,0,7,3,0
52741,0,2,0,2,0
52742,0,7,2,7,0
52743,0,6,6,9,0
52744,0,1,0,5,0
52745,0,1,0,1,1
52746,0,3,8,6,1
52747,0,8,6,7,1
52748,0,1,2,3,0
52749,0,3,6,7,0
52750,0,3,0,1,0
52751,0,1,0,3,1
52752,0,4,8,6,0
52753,0,4,3,7,0
52754,0,0,7,8,1
52755,0,9,4,4,1
52756,0,0,8,3,1
52757,0,0,4,8,0
52758,0,5,2,7,0
52759,0,4,6,9,1
52760,0,6,2,5,1
52761,0,3,9,7,1
52762,0,1,7,1,0
52763,0,3,3,7,0
52764,0,7,4,0,0
52765,0,0,5,3,1
52766,0,6,0,8,0
52767,0,1,8,7,1
52768,0,5,2,0,0
52769,0,1,0,2,0
52770,0,6,3,4,1
52771,0,0,9,9,0
52772,0,0,3,5,1
52773,0,0,0,6,0
52774,0,3,8,0,0
52775,0,0,2,6,0
52776,0,4,3,4,1
52777,0,0,2,9,0
52778,0,2,2,4,0
52779,0,5,9,3,1
52780,0,5,6,7,0
52781,0,4,7,1,0
52782,0,2,4,1,0
52783,0,6,4,0,1
52784,0,0,0,9,0
52785,0,0,1,0,0
52786,0,0,4,6,0
52787,0,5,1,2,0
52788,0,4,8,2,0
52789,0,3,5,8,0
52790,0,0,8,8,1
52791,0,0,5,9,0
52792,0,5,6,4,1
52793,0,2,0,2,0
52794,0,6,0,8,1
52795,0,5,3,9,1
52796,0,3,2,8,0
52797,0,1,3,4,0
52798,0,3,2,8,0
52799,0,4,0,0,0
52800,0,5,0,9,1
52801,0,4,7,7,0
52802,0,1,0,1,1
52803,0,1,6,6,1
52804,0,2,9,0,1
52805,0,1,2,4,0
52806,0,3,1,9,0
52807,0,2,0,8,1
52808,0,7,3,8,1
52809,0,0,9,6,1
52810,0,1,2,8,1
52811,0,5,8,5,1
52812,0,6,4,6,0
52813,0,3,8,3,0
52814,0,1,5,1,0
52815,0,2,9,8,0
52816,0,4,6,4,1
52817,0,1,8,5,1
52818,0,0,6,9,1
52819,0,2,6,4,1
52820,0,1,8,8,0
52821,0,0,3,8,1
52822,0,2,8,7,0
52823,0,6,2,4,1
52824,0,0,9,1,1
52825,0,7,2,6,0
52826,0,7,7,6,0
52827,0,1,0,6,0
52828,0,3,6,7,0
52829,0,1,4,7,0
52830,0,5,6,2,1
52831,0,6,5,0,0
52832,0,1,7,6,1
52833,0,2,8,2,1
52834,0,4,1,2,0
52835,0,5,1,7,1
52836,0,2,9,0,1
52837,0,0,5,0,1
52838,0,1,5,5,0
52839,0,1,4,8,0
52840,0,1,6,2,0
52841,0,3,9,3,1
52842,0,3,2,0,0
52843,0,2,0,8,1
52844,0,8,3,2,1
52845,0,2,1,8,0
52846,0,3,9,2,1
52847,0,0,7,6,0
52848,0,3,2,7,1
52849,0,0,4,9,0
52850,0,7,6,3,0
52851,0,0,3,3,0
52852,0,0,1,7,1
52853,0,1,6,7,1
52854,0,1,4,1,1
52855,0,0,0,6,0
52856,0,2,3,1,0
52857,0,3,0,8,1
52858,0,0,6,5,1
52859,0,9,0,3,1
52860,0,5,9,5,0
52861,0,7,1,9,1
52862,0,0,6,6,0
52863,0,3,9,3,1
52864,0,2,2,8,0
52865,0,6,6,5,1
52866,0,8,6,3,0
52867,0,8,7,5,1
52868,0,1,4,4,0
52869,0,3,2,3,1
52870,0,1,5,9,0
52871,0,4,1,2,0
52872,0,0,3,5,1
52873,0,6,1,8,0
52874,0,4,8,0,1
52875,0,3,9,0,1
52876,0,0,2,2,0
52877,0,2,8,3,0
52878,0,2,7,6,1
52879,0,3,3,6,1
52880,0,5,7,7,1
52881,0,1,3,6,0
52882,0,1,8,3,0
52883,0,0,4,8,0
52884,0,4,6,0,1
52885,0,4,0,9,1
52886,0,1,1,8,1
52887,0,5,4,3,1
52888,0,0,2,8,0
52889,0,0,2,4,1
52890,0,5,0,9,1
52891,0,4,2,2,1
52892,0,0,8,1,1
52893,0,5,7,3,0
52894,0,1,8,9,0
52895,0,0,4,2,1
52896,0,3,4,9,1
52897,0,3,9,0,1
52898,0,0,6,1,0
52899,0,3,3,8,0
52900,0,0,1,1,0
52901,0,3,0,0,0
52902,0,5,6,4,0
52903,0,2,0,9,0
52904,0,1,1,1,1
52905,0,1,4,8,0
52906,0,1,2,2,1
52907,0,1,0,2,1
52908,0,1,5,0,1
52909,0,5,1,9,0
52910,0,1,1,6,0
52911,0,5,3,8,0
52912,0,6,0,4,0
52913,0,7,0,5,0
52914,0,2,4,5,1
52915,0,0,4,3,1
52916,0,2,6,8,1
52917,0,8,5,5,1
52918,0,6,5,7,0
52919,0,0,6,7,0
52920,0,3,8,8,0
52921,0,3,5,9,1
52922,0,3,8,3,1
52923,0,2,1,6,1
52924,0,5,3,8,1
52925,0,4,8,1,1
52926,0,6,6,5,0
52927,0,5,5,0,0
52928,0,5,0,9,0
52929,0,2,7,0,1
52930,0,2,2,2,0
52931,0,0,4,0,1
52932,0,4,4,1,1
52933,0,5,9,9,1
52934,0,4,4,3,1
52935,0,0,8,8,1
52936,0,4,2,3,1
52937,0,1,7,7,1
52938,0,1,9,9,1
52939,0,4,0,4,0
52940,0,4,7,6,1
52941,0,6,2,9,0
52942,0,1,2,8,0
52943,0,4,1,7,1
52944,0,1,6,0,1
52945,0,0,8,4,1
52946,0,2,8,7,0
52947,0,3,0,6,1
52948,0,6,4,2,1
52949,0,6,6,1,0
52950,0,6,3,4,0
52951,0,1,9,0,0
52952,0,9,5,8,0
52953,0,1,4,9,1
52954,0,2,5,0,0
52955,0,3,1,4,1
52956,0,0,5,7,0
52957,0,3,7,4,1
52958,0,2,7,6,1
52959,0,1,8,1,1
52960,0,2,3,3,0
52961,0,3,1,5,0
52962,0,5,1,9,1
52963,0,5,6,1,0
52964,0,1,0,1,0
52965,0,2,8,1,0
52966,0,0,2,4,1
52967,0,3,3,5,1
52968,0,9,3,5,1
52969,0,3,5,7,1
52970,0,7,7,4,0
52971,0,1,1,1,1
52972,0,6,0,0,1
52973,0,9,2,7,0
52974,0,5,0,9,1
52975,0,0,7,8,0
52976,0,2,4,5,1
52977,0,0,6,4,1
52978,0,0,6,4,0
52979,0,0,3,9,1
52980,0,3,9,7,0
52981,0,6,7,3,0
52982,0,4,4,6,1
52983,0,1,9,8,0
52984,0,5,6,1,1
52985,0,0,4,0,0
52986,0,3,6,5,0
52987,0,1,2,6,1
52988,0,4,1,3,0
52989,0,1,8,3,1
52990,0,2,8,3,1
52991,0,3,3,8,0
52992,0,3,2,4,1
52993,0,2,5,5,1
52994,0,4,8,0,0
52995,0,0,6,7,0
52996,0,0,5,4,0
52997,0,7,8,4,1
52998,0,3,9,8,1
52999,0,6,5,7,0
53000,0,5,6,0,1
53001,0,1,7,8,0
53002,0,2,7,0,0
53003,0,3,7,4,0
53004,0,4,4,2,1
53005,0,2,6,9,1
53006,0,5,8,5,0
53007,0,0,5,4,0
53008,0,2,9,0,0
53009,0,3,4,2,0
53010,0,1,3,7,0
53011,0,9,3,7,1
53012,0,2,1,1,1
53013,0,2,6,3,0
53014,0,3,0,0,1
53015,0,6,1,3,0
53016,0,6,2,9,0
53017,0,4,0,9,0
53018,0,2,2,5,0
53019,0,0,8,8,1
53020,0,7,1,1,1
53021,0,4,6,6,1
53022,0,0,9,4,0
53023,0,5,6,1,0
53024,0,0,9,1,1
53025,0,0,7,1,1
53026,0,3,7,1,1
53027,0,0,2,8,0
53028,0,1,1,3,1
53029,0,1,6,6,0
53030,0,2,8,5,0
53031,0,2,8,0,1
53032,0,0,9,8,1
53033,0,4,1,2,1
53034,0,0,7,3,0
53035,0,6,8,6,0
53036,0,0,7,0,1
53037,0,2,2,6,0
53038,0,6,2,8,0
53039,0,1,2,6,0
53040,0,3,2,0,0
53041,0,0,9,2,0
53042,0,7,7,9,1
53043,0,2,8,0,0
53044,0,4,1,5,1
53045,0,3,0,6,0
53046,0,1,3,0,1
53047,0,1,1,9,1
53048,0,3,3,0,1
53049,0,0,6,8,1
53050,0,7,0,8,1
53051,0,5,3,5,1
53052,0,3,4,3,1
53053,0,0,4,8,1
53054,0,3,7,1,1
53055,0,9,1,4,1
53056,0,6,9,9,1
53057,0,0,1,8,1
53058,0,0,6,1,0
53059,0,2,3,1,0
53060,0,2,9,1,1
53061,0,6,9,0,0
53062,0,6,9,2,1
53063,0,1,1,8,0
53064,0,4,6,8,0
53065,0,0,0,5,0
53066,0,1,0,6,1
53067,0,7,8,6,1
53068,0,2,6,8,0
53069,0,5,9,7,0
53070,0,2,9,7,1
53071,0,2,4,3,1
53072,0,2,6,5,0
53073,0,0,2,6,1
53074,0,7,2,4,1
53075,0,5,9,5,1
53076,0,1,2,7,0
53077,0,5,5,4,0
53078,0,0,8,3,1
53079,0,1,2,2,1
53080,0,2,1,8,1
53081,0,1,7,4,0
53082,0,2,5,2,1
53083,0,6,4,6,1
53084,0,4,7,2,0
53085,0,1,3,0,0
53086,0,3,4,7,0
53087,0,1,8,0,0
53088,0,1,4,8,1
53089,0,4,4,1,1
53090,0,6,6,4,1
53091,0,2,1,6,1
53092,0,2,7,9,0
53093,0,1,5,9,0
53094,0,3,9,4,0
53095,0,4,8,5,0
53096,0,0,2,6,1
53097,0,2,9,9,1
53098,0,0,7,8,0
53099,0,5,8,8,0
53100,0,0,4,3,1
53101,0,6,1,1,0
53102,0,2,4,8,0
53103,0,0,4,5,1
53104,0,0,4,9,0
53105,0,3,5,3,1
53106,0,2,6,1,0
53107,0,0,3,5,0
53108,0,1,4,7,0
53109,0,2,1,7,1
53110,0,6,0,2,0
53111,0,7,0,1,0
53112,0,8,0,8,0
53113,0,8,0,7,1
53114,0,1,9,7,1
53115,0,0,2,3,0
53116,0,2,8,3,1
53117,0,0,1,9,0
53118,0,3,5,3,1
53119,0,1,3,1,0
53120,0,7,1,4,1
53121,0,7,1,5,0
53122,0,5,3,9,0
53123,0,0,7,8,1
53124,0,7,5,1,0
53125,0,5,3,2,1
53126,0,5,6,5,0
53127,0,0,4,9,1
53128,0,7,3,8,0
53129,0,1,1,7,1
53130,0,1,9,0,1
53131,0,1,2,0,1
53132,0,4,7,7,0
53133,0,2,7,4,0
53134,0,1,9,4,1
53135,0,3,3,6,0
53136,0,0,7,7,1
53137,0,6,7,8,1
53138,0,2,4,3,0
53139,0,2,4,4,1
53140,0,3,0,1,0
53141,0,0,7,5,1
53142,0,7,7,7,1
53143,0,1,3,4,1
53144,0,4,3,0,0
53145,0,8,4,6,0
53146,0,8,1,8,1
53147,0,2,2,2,0
53148,0,6,0,3,1
53149,0,2,6,6,1
53150,0,0,6,7,0
53151,0,1,8,1,1
53152,0,0,4,4,0
53153,0,3,9,3,0
53154,0,0,6,1,1
53155,0,0,7,8,1
53156,0,7,3,8,1
53157,0,1,5,0,1
53158,0,4,3,0,1
53159,0,2,1,3,0
53160,0,3,8,6,0
53161,0,3,3,0,1
53162,0,1,8,1,0
53163,0,4,9,3,0
53164,0,6,5,1,1
53165,0,0,0,4,0
53166,0,3,0,4,0
53167,0,1,0,7,1
53168,0,8,5,1,0
53169,0,1,1,8,1
53170,0,0,5,3,1
53171,0,3,8,3,1
53172,0,4,5,5,0
53173,0,0,1,5,1
53174,0,7,1,3,0
53175,0,0,8,1,1
53176,0,3,1,6,1
53177,0,6,9,1,0
53178,0,2,8,7,1
53179,0,6,9,8,1
53180,0,2,7,1,1
53181,0,4,7,2,1
53182,0,0,6,7,0
53183,0,0,2,2,0
53184,0,0,0,6,1
53185,0,0,7,7,1
53186,0,5,5,7,0
53187,0,2,1,6,1
53188,0,0,3,5,1
53189,0,5,0,7,1
53190,0,1,1,3,1
53191,0,3,3,6,0
53192,0,5,2,0,0
53193,0,3,6,0,0
53194,0,5,3,9,1
53195,0,1,3,3,1
53196,0,1,6,1,0
53197,0,2,8,8,0
53198,0,0,1,5,1
53199,0,0,5,2,0
53200,0,6,3,9,0
53201,0,0,0,8,0
53202,0,3,1,1,1
53203,0,2,0,1,0
53204,0,1,4,4,1
53205,0,0,0,9,0
53206,0,3,2,9,0
53207,0,6,8,1,0
53208,0,4,4,1,1
53209,0,3,7,8,0
53210,0,7,3,2,1
53211,0,0,9,8,0
53212,0,8,3,6,0
53213,0,5,6,5,0
53214,0,9,7,6,0
53215,0,3,4,4,0
53216,0,2,3,9,0
53217,0,0,4,1,0
53218,0,7,9,3,1
53219,0,2,1,0,1
53220,0,3,3,8,0
53221,0,5,2,9,0
53222,0,0,0,7,1
53223,0,2,9,5,0
53224,0,3,7,5,0
53225,0,3,9,8,0
53226,0,5,4,7,0
53227,0,3,0,2,1
53228,0,6,4,7,0
53229,0,0,9,5,0
53230,0,6,8,7,0
53231,0,8,6,9,1
53232,0,2,1,3,1
53233,0,4,8,1,0
53234,0,2,1,9,1
53235,0,2,7,3,0
53236,0,0,0,4,0
53237,0,4,5,2,1
53238,0,2,6,1,0
53239,0,0,7,6,0
53240,0,4,4,9,0
53241,0,5,0,0,0
53242,0,1,7,7,0
53243,0,0,8,4,1
53244,0,0,1,5,1
53245,0,4,8,7,0
53246,0,3,6,3,1
53247,0,1,6,9,0
53248,0,5,2,8,1
53249,0,7,8,5,1
53250,0,0,2,7,1
53251,0,1,5,8,1
53252,0,6,6,9,0
53253,0,5,8,5,0
53254,0,3,0,3,1
53255,0,5,6,3,0
53256,0,0,5,3,0
53257,0,9,0,3,0
53258,0,6,2,1,1
53259,0,1,6,1,0
53260,0,1,7,0,0
53261,0,3,9,2,1
53262,0,0,1,9,1
53263,0,4,7,9,1
53264,0,0,7,0,1
53265,0,4,4,1,0
53266,0,3,5,4,1
53267,0,4,1,5,1
53268,0,5,0,4,1
53269,0,7,1,6,1
53270,0,0,9,7,0
53271,0,2,0,3,0
53272,0,0,2,7,1
53273,0,0,7,8,0
53274,0,0,7,8,0
53275,0,1,1,2,1
53276,0,2,2,7,1
53277,0,5,3,7,0
53278,0,0,6,7,0
53279,0,8,1,0,0
53280,0,0,2,4,0
53281,0,6,0,8,1
53282,0,6,5,7,1
53283,0,0,3,8,0
53284,0,4,4,9,1
53285,0,1,2,6,1
53286,0,5,9,3,1
53287,0,4,9,9,1
53288,0,4,7,9,1
53289,0,1,1,8,0
53290,0,1,0,2,1
53291,0,0,4,3,1
53292,0,1,1,5,0
53293,0,0,7,9,1
53294,0,0,3,9,0
53295,0,2,6,1,1
53296,0,2,8,9,1
53297,0,5,3,5,1
53298,0,2,7,2,1
53299,0,4,0,9,1
53300,0,1,2,4,0
53301,0,7,8,4,0
53302,0,7,0,5,1
53303,0,9,7,4,1
53304,0,0,3,6,0
53305,0,0,0,3,0
53306,0,0,2,3,1
53307,0,2,0,6,1
53308,0,1,4,7,0
53309,0,2,5,9,0
53310,0,1,9,7,0
53311,0,7,0,6,1
53312,0,0,9,9,0
53313,0,6,0,0,0
53314,0,6,2,0,0
53315,0,8,7,7,1
53316,0,1,7,4,1
53317,0,1,5,1,0
53318,0,5,0,2,1
53319,0,2,8,0,1
53320,0,0,6,7,1
53321,0,3,0,7,0
53322,0,4,0,6,1
53323,0,5,6,0,0
53324,0,2,9,0,0
53325,0,2,6,7,1
53326,0,6,1,4,0
53327,0,3,1,0,1
53328,0,5,6,7,1
53329,0,6,6,5,0
53330,0,2,6,0,1
53331,0,2,4,6,1
53332,0,0,2,9,1
53333,0,2,0,8,1
53334,0,4,4,7,1
53335,0,6,8,1,1
53336,0,2,7,1,0
53337,0,1,5,2,1
53338,0,3,8,1,1
53339,0,1,6,8,1
53340,0,5,0,6,1
53341,0,2,9,2,1
53342,0,4,3,6,1
53343,0,2,0,3,1
53344,0,3,5,1,1
53345,0,0,0,2,1
53346,0,1,5,6,0
53347,0,4,8,7,1
53348,0,0,8,3,1
53349,0,2,4,7,0
53350,0,1,4,9,1
53351,0,3,9,0,0
53352,0,8,3,4,0
53353,0,3,8,5,1
53354,0,1,5,2,0
53355,0,0,5,4,1
53356,0,4,3,7,1
53357,0,0,6,8,1
53358,0,0,7,2,1
53359,0,1,2,0,1
53360,0,1,5,9,1
53361,0,0,4,1,1
53362,0,0,4,1,1
53363,0,4,1,6,1
53364,0,2,0,0,0
53365,0,4,2,0,0
53366,0,2,7,3,0
53367,0,4,7,8,0
53368,0,2,2,3,1
53369,0,5,0,3,0
53370,0,0,9,4,1
53371,0,0,7,2,1
53372,0,0,2,6,1
53373,0,0,3,5,1
53374,0,5,6,7,1
53375,0,3,4,1,1
53376,0,3,3,2,1
53377,0,2,9,7,1
53378,0,5,1,4,0
53379,0,0,3,4,0
53380,0,4,3,2,0
53381,0,3,2,4,0
53382,0,5,9,0,1
53383,0,3,6,7,0
53384,0,6,0,3,0
53385,0,1,5,9,0
53386,0,5,7,6,1
53387,0,5,1,7,0
53388,0,3,8,7,1
53389,0,3,9,4,1
53390,0,2,1,2,1
53391,0,1,7,3,0
53392,0,1,7,0,1
53393,0,5,7,9,0
53394,0,1,4,4,0
53395,0,3,7,7,1
53396,0,1,3,3,0
53397,0,6,7,6,0
53398,0,5,4,7,1
53399,0,0,8,3,0
53400,0,8,0,0,1
53401,0,3,5,0,1
53402,0,1,5,2,1
53403,0,2,2,2,0
53404,0,0,4,3,1
53405,0,2,7,7,1
53406,0,0,7,6,1
53407,0,3,0,0,0
53408,0,4,8,1,1
53409,0,3,0,5,0
53410,0,9,5,4,1
53411,0,6,8,9,0
53412,0,0,3,1,0
53413,0,2,0,9,1
53414,0,1,3,9,0
53415,0,2,4,1,1
53416,0,5,7,1,1
53417,0,2,7,4,0
53418,0,1,9,8,1
53419,0,2,8,3,1
53420,0,3,1,5,1
53421,0,5,0,7,0
53422,0,2,4,9,1
53423,0,0,4,9,0
53424,0,3,3,9,0
53425,0,4,8,8,0
53426,0,0,8,6,0
53427,0,0,5,3,1
53428,0,1,0,0,0
53429,0,1,2,4,0
53430,0,3,6,4,1
53431,0,5,7,8,0
53432,0,6,1,7,0
53433,0,0,4,3,0
53434,0,3,9,3,1
53435,0,3,8,9,1
53436,0,3,2,6,1
53437,0,1,4,0,1
53438,0,1,2,1,1
53439,0,0,6,0,1
53440,0,1,9,9,1
53441,0,3,1,9,0
53442,0,4,8,6,0
53443,0,3,2,7,0
53444,0,0,2,7,1
53445,0,3,5,5,1
53446,0,4,1,7,0
53447,0,0,2,5,1
53448,0,4,5,4,0
53449,0,5,5,1,1
53450,0,4,0,1,1
53451,0,1,2,7,0
53452,0,2,7,3,1
53453,0,2,9,8,0
53454,0,3,3,7,1
53455,0,4,9,3,0
53456,0,8,4,1,0
53457,0,4,3,9,1
53458,0,3,8,9,1
53459,0,4,0,7,0
53460,0,1,4,8,0
53461,0,1,2,6,0
53462,0,7,0,0,1
53463,0,6,5,9,1
53464,0,2,7,2,0
53465,0,3,5,5,0
53466,0,2,5,3,1
53467,0,0,8,7,1
53468,0,1,5,1,1
53469,0,3,3,4,0
53470,0,2,9,1,0
53471,0,3,4,7,1
53472,0,0,4,4,0
53473,0,0,0,2,1
53474,0,0,0,4,0
53475,0,2,2,8,0
53476,0,2,1,2,1
53477,0,0,5,5,1
53478,0,2,3,0,1
53479,0,6,2,2,0
53480,0,3,2,3,1
53481,0,0,1,9,1
53482,0,0,5,5,1
53483,0,0,5,6,0
53484,0,0,6,5,0
53485,0,0,5,1,0
53486,0,0,2,3,1
53487,0,1,8,7,0
53488,0,1,7,6,1
53489,0,5,2,5,0
53490,0,5,3,7,1
53491,0,1,1,8,1
53492,0,7,6,2,1
53493,0,2,4,7,0
53494,0,4,7,1,0
53495,0,4,0,1,1
53496,0,1,5,0,1
53497,0,1,6,7,1
53498,0,0,2,8,0
